0,17
0,12
0,2
0,12
0,17
0,17
0,17
0,17
0,12
0,12
0,17
0,2
0,10
0,17
0,10
0,10
0,17
0,12
0,2
0,3
0,12
0,3
0,12
0,12
0,12
0,17
0,12
0,12
0,2
0,17
0,17
0,12
0,12
0,4
0,3
0,12
0,4
0,17
0,12
0,12
0,12
0,17
0,3
0,12
0,12
0,12
0,12
0,3
0,12
0,17
0,17
0,17
0,12
0,17
0,12
0,12
0,3
0,12
0,12
0,2
0,12
0,12
0,2
0,2
0,2
0,17
0,17
0,17
0,17
0,17
0,12
1,2
1,17
1,12
1,17
1,12
1,12
1,10
1,17
1,2
1,12
1,12
1,17
1,17
1,17
1,12
1,2
1,12
1,12
1,17
1,12
1,12
1,10
1,17
1,12
1,10
1,3
1,12
1,12
1,17
1,12
1,17
1,17
1,17
1,17
1,17
1,3
1,2
1,17
1,4
1,17
1,17
1,10
1,17
1,12
1,12
1,12
1,17
1,12
1,3
1,17
1,2
1,12
1,17
1,14
1,12
1,12
1,12
1,17
1,12
1,3
1,17
1,2
1,17
1,3
1,10
1,3
1,12
1,17
1,4
1,12
1,12
1,2
1,12
1,12
1,12
1,12
1,2
1,2
1,12
1,12
1,17
1,17
1,12
1,11
1,12
1,17
1,12
1,10
1,17
1,12
1,2
1,12
1,17
1,17
1,3
1,17
1,17
1,3
1,17
1,4
1,12
1,10
1,12
1,3
1,3
1,12
1,3
1,5
1,12
1,12
1,17
1,3
1,12
1,17
1,12
1,17
1,17
1,17
1,17
1,3
1,17
1,17
1,17
1,17
1,17
1,17
1,12
1,3
1,3
1,12
1,3
1,12
1,17
1,17
1,17
1,3
1,17
1,3
1,2
1,17
1,12
1,12
1,3
1,12
1,2
1,12
1,3
1,12
1,2
1,12
1,17
1,3
1,12
1,3
1,12
1,12
1,12
1,17
1,17
1,17
1,17
1,12
1,12
1,10
1,17
1,2
1,12
1,12
1,12
1,17
1,12
1,2
1,17
1,12
1,12
1,11
1,0
1,2
1,12
1,17
1,17
1,12
1,3
1,12
1,12
1,11
1,3
1,17
2,17
2,12
2,2
2,17
2,12
2,3
